result,topK,alpha,beta
0.05073879089492074,11.0,0.5468138686828252,0.1744635901586134
0.050562115242686674,9.0,0.5130842078964803,0.18381891113788149
0.0502738535597769,9.0,0.5461529442353414,0.31156882099272354
0.049562332635445155,17.0,0.6197913342951511,0.021086028779610716
0.04890368162997558,55.0,0.6682366101375649,0.14128545742635687
0.043479174888570886,11.0,0.9618020260350816,0.46596611094438806
0.0501393576768611,45.0,0.4044276145168515,0.3268117845872455
0.05080963752265703,20.0,0.5526934179555131,0.18811692527291474
0.05087197573227725,19.0,0.5572898802577079,0.1923578542302703
0.05121059226705907,19.0,0.4597861336105879,0.2537260375314267
0.05056025123913678,31.0,0.4544983861060602,0.3938794854489475
0.04946837214072594,38.0,0.30781625607999336,0.2575145667012323
0.05116515606570207,18.0,0.47752254314220877,0.27295352811360385
0.04995285921644817,17.0,0.6016411278468571,0.42854896137630677
0.048020264349592674,5.0,0.40391004601033964,0.29061710426336806
0.05023579421935753,22.0,0.6491157686241349,0.2117046678484582
0.05056607625022982,18.0,0.5163070930925953,0.1047988935302605
0.05104517755971442,28.0,0.49235908404403034,0.25475178792668624
0.051072486549518,28.0,0.46452959127036597,0.2784202687993524
0.05041015658967413,29.0,0.5840943813244678,0.1436499800082084
0.05121624447877932,22.0,0.4577231933020279,0.27904779036624533
0.05098897651489111,27.0,0.45527411730361556,0.26978577488828104
0.05089603720872001,28.0,0.4297718387322543,0.31923536791029594
0.05088294793498997,23.0,0.45009458194176477,0.38643335504453713
0.05067296994182614,27.0,0.3877580412979609,0.28113650924292544
0.048850014604332054,82.0,0.4710842385821136,0.23132501601761873
0.051087973832599096,14.0,0.5142880253987883,0.31766001180447406
0.05093454805717591,12.0,0.5159497788876027,0.32347107424705834
0.05124435503470303,14.0,0.429500775390083,0.2839235349854802
0.05116898217825125,14.0,0.4147056972894465,0.21263436394806437
0.05066498661083403,8.0,0.41932649528721017,0.20078303709016732
0.05116677703529598,14.0,0.3770264993754173,0.24005818060135695
0.05089204275613696,15.0,0.3760441640175992,0.15991144793625445
0.049549277921589654,13.0,0.27917884076400534,0.06556863644160232
0.04833105907062727,68.0,0.3419823465756332,0.22143192699394115
0.04952850520739091,7.0,0.3112372084235793,0.37367895267882967
0.051223742856695204,14.0,0.39347221447386627,0.2912363390285757
0.05125150669903978,14.0,0.395738203308753,0.28000003850122873
0.05120549301332949,14.0,0.38871129332043947,0.29327127344414355
0.0512317930777667,11.0,0.3840505968379671,0.23683864126255427
0.05110394495392218,10.0,0.38705596031100137,0.22859359829795603
0.0474243584683942,5.0,0.24359782455072232,0.1267658101342158
0.05077568411828679,21.0,0.35269290062851144,0.3443696630894058
0.05123274849106957,13.0,0.43382492185133475,0.30004972761309096
0.05036993224034774,8.0,0.4277490175249792,0.29465218572977525
0.05095838656668643,12.0,0.32477019784446737,0.20851443318712076
0.040775053121870124,10.0,0.4023259404851096,0.8452352079890663
0.05119702918859912,14.0,0.376505789404437,0.23252296390676985
0.05135146723389284,15.0,0.4295346473303171,0.29566454493527333
0.050817226202180085,17.0,0.3577137905672352,0.34389037676889406
0.05116881049371374,20.0,0.4377419138067039,0.2992196423431174
0.04986035469579321,24.0,0.29909603914636823,0.4086102228109185
0.050572648200543205,12.0,0.2644669674979627,0.25431309857398227
0.0495410169967675,7.0,0.3304529580883502,0.3638646304923815
0.051015389177629517,16.0,0.38463379276369936,0.3084803046201766
0.0504057596817799,19.0,0.4370630696485556,0.4579907084172361
