result,topK,alpha,beta
0.052770905875218446,6.0,0.32819142288937514,0.17707925997924645
0.05286714254697311,39.0,0.5561600871148827,0.13285447358666147
0.05464393794559572,18.0,0.43265090860670874,0.10673394419257859
0.054430637962084916,25.0,0.3780646714369322,0.17019492167205244
0.05491115672896503,15.0,0.42018169860905885,0.11909545613343217
0.05299577176513644,13.0,0.41158050368890226,0.47361653086377115
0.05249893220128897,51.0,0.37376395769469156,0.2001086039622666
0.05366865393688407,30.0,0.49318657588757386,0.12355849978176134
0.05344577522647448,38.0,0.33197633717325403,0.23706674358733054
0.05496233211751196,12.0,0.4563448901488731,0.15686206664780888
0.054467850912245784,12.0,0.630723816347976,0.1436215998934303
0.04746740578797622,5.0,1.1631671672560164,0.1005930005749619
0.05454355337444158,23.0,0.4520847102129405,0.1651513185503219
0.054568625969497866,21.0,0.4049405748860197,0.1272317285275082
0.054042321313141774,30.0,0.3793559560924479,0.2029947772492477
0.05261587971520165,44.0,0.5359889203426392,0.1471220068591452
0.054741016588848876,15.0,0.5756189172773637,0.21809907865881145
0.04788813044995445,152.0,0.47895936140693507,0.19035839393739779
0.05341984237863261,36.0,0.4311284634904056,0.16357296013229383
0.04025935009415089,24.0,0.3234050414231392,0.8089725270512038
0.04670662521337234,187.0,0.8664092608559238,0.24586778014164595
0.05163263350338689,56.0,0.35784726998783434,0.11916730128138306
0.05478062631160049,10.0,0.43615804558345556,0.17907632394220238
0.054741922611376025,17.0,0.39402348721593494,0.10112397860391048
0.05401009193533786,28.0,0.46332392270032147,0.15148303169987581
0.054540276996476254,10.0,0.4941431684309194,0.12637551229913713
0.054703834318202284,20.0,0.4275149603743258,0.14441807094729578
0.05284120997107106,43.0,0.30024171822997603,0.3235112143722441
0.05117919402346258,5.0,0.36176200082234294,0.19535549579998518
0.04893226771176491,128.0,0.41100665638912254,0.22052571642933036
0.05259509025886934,36.0,0.5145226258808551,0.39859841102867366
